Fecha,Mercado,Instrumento,Precio
12/09/2017,MC,00-EPN-B2,1.00E-06
12/09/2017,MC,00-FGINBUR-*,20.923077
12/09/2017,MC,00-FGUINBU-*,1.00E-06
12/09/2017,MC,00-FICO-I,1.00E-06
12/09/2017,MC,00-FOTOLUZ-B,1.00E-06
12/09/2017,MC,00-FUNDORA-*ACPN,1.00E-06
12/09/2017,MC,00-GBMSINC-B,1.00E-06
12/09/2017,MC,00-GFANA-A,1.00E-06
12/09/2017,MC,00-GFANA-B,1.00E-06
12/09/2017,MC,00-GFBB-B,1.00E-06
12/09/2017,MC,00-GFBITAL-B,1.00E-06
12/09/2017,MC,00-GFCRECE-A,1.00E-06
12/09/2017,MC,00-GFCRECE-B,1.00E-06
12/09/2017,MC,00-GFINLAT-AC,1.00E-06
12/09/2017,MC,00-GFINLAT-BC,1.00E-06
12/09/2017,MC,00-GFMAR-C,1.00E-06
12/09/2017,MC,00-GFRAHO-BCP,1.00E-06
12/09/2017,MC,00-GFSCTIA-B,1.00E-06
12/09/2017,MC,00-GMAEVA-BCP,1.00E-06
12/09/2017,MC,00-GSERFIN-A,1.00E-06
12/09/2017,MC,00-GSERFIN-B,1.00E-06
12/09/2017,MC,00-GSERFIN-L,1.00E-06
12/09/2017,MC,00-IESA-*B,1.00E-06
12/09/2017,MC,00-INTENAL-B,1.00E-06
12/09/2017,MC,00-ISIC-A,124.75329
12/09/2017,MC,00-ISIC-B,124.75329
12/09/2017,MC,00-KELSEY-*ACP,1.00E-06
12/09/2017,MC,00-METROFI-*,1.128875
12/09/2017,MC,00-NOVUM-*2,1.00E-06
12/09/2017,MC,00-OINBUR-A,1.109414
12/09/2017,MC,00-OPINBUR-A,1.00E-06
12/09/2017,MC,00-OSINB-A,602.14
12/09/2017,MC,00-PANAMEX-*,1.00E-06
12/09/2017,MC,00-PENINBU-*,1.00E-06
12/09/2017,MC,00-PENSI-A,1.00E-06
12/09/2017,MC,00-PROMED-*CP,1.00E-06
12/09/2017,MC,00-PROMEX-A,1.00E-06
12/09/2017,MC,00-PROMEX-B,1.00E-06
12/09/2017,MC,00-QC-A,4.46
12/09/2017,MC,00-QC-B,4.46
12/09/2017,MC,00-SEBAS-A,1.00E-06
12/09/2017,MC,00-SEGUPEN-*CP,1.00E-06
12/09/2017,MC,00-SEINBUR-*,29.9375
12/09/2017,MC,00-SERFIN-B,1.00E-06
12/09/2017,MC,00-SIDEK-A,1.00E-06
12/09/2017,MC,00-SIDEK-B,1.00E-06
12/09/2017,MC,00-SITUR-B,1.00E-06
12/09/2017,MC,00-SOFINBU-A,1.676263
12/09/2017,MC,00-SOFINBU-B,1.676263
12/09/2017,MC,00-SOLIDA-A,1.00E-06
12/09/2017,MC,00-TEAK-K,3.733333
12/09/2017,MC,00-TEAK-T,3.733333
12/09/2017,MC,00-TREMEC-*A2,1.00E-06
12/09/2017,MC,00-TREMEC-*B2,1.00E-06
12/09/2017,MC,00-VIDEO-*,1.00E-06
12/09/2017,MC,0-CREAL-*,32.75
12/09/2017,MC,0-FINDEP-*,3.14
12/09/2017,MC,0-GENSEG-*,44.454411
12/09/2017,MC,0-GNP-*,36
12/09/2017,MC,0-LASEG-*,1.784325
12/09/2017,MC,0-LOTONAL-*,1.00E-06
12/09/2017,MC,0-UNIFIN-A,61.07
12/09/2017,EC,1ASP-0H6U-N,399.324087
12/09/2017,EC,1ASP-0JN9-N,1312.766472
12/09/2017,EC,1ASP-0QBO-N,1455.536072
12/09/2017,EC,1ASP-0R87-N,399.324087
12/09/2017,EC,1ASP-AA1-*,798.696
12/09/2017,EC,1ASP-AABA-*,1160.061568
12/09/2017,EC,1ASP-AAL-*,821.591952
12/09/2017,MC,1ASP-AAMRQ-*,1.00E-06
12/09/2017,EC,1ASP-AAPL-*,2855.071968
12/09/2017,EC,1ASP-AAUKY-N,163.821424
12/09/2017,EC,1ASP-AAU-N,21.121072
12/09/2017,EC,1ASP-ABBV-*,1557.4572
12/09/2017,EC,1ASP-ABB-N,431.650816
12/09/2017,EC,1ASP-ABEV-N,118.561984
12/09/2017,EC,1ASP-ABT-*,927.3748
12/09/2017,EC,1ASP-ABX-N,309.361584
12/09/2017,EC,1ASP-ACC-N,868.086059
12/09/2017,EC,1ASP-ACH-N,372.014848
12/09/2017,EC,1ASP-ACN-N,2417.741536
12/09/2017,EC,1ASP-ACOA-N,715.801815
12/09/2017,EC,1ASP-ACOF-N,715.801815
12/09/2017,EC,1ASP-ACT-N,4103.700048
12/09/2017,EC,1ASP-ACX-N,261.137625
12/09/2017,EC,1ASP-ADBE-*,2774.314928
12/09/2017,EC,1ASP-ADM-*,766.925648
12/09/2017,EC,1ASP-ADNT-N,1310.926368
12/09/2017,EC,1ASP-ADPI-*,1915.450496
12/09/2017,EC,1ASP-ADP-N,3041.647764
12/09/2017,EC,1ASP-ADSK-*,2061.700608
12/09/2017,EC,1ASP-ADS-N,4207.247984
12/09/2017,EC,1ASP-AD-N,317.975961
12/09/2017,EC,1ASP-AEG-N,104.185456
12/09/2017,EC,1ASP-AENA-N,3372.053791
12/09/2017,EC,1ASP-AGK-N,217.698893
12/09/2017,EC,1ASP-AGL-N,328.849222
12/09/2017,EC,1ASP-AGNC-*,381.5992
12/09/2017,EC,1ASP-AGN-N,4103.700048
12/09/2017,EC,1ASP-AGRON-N,172.873312
12/09/2017,EC,1ASP-AH-N,317.975961
12/09/2017,EC,1ASP-AIG-*,1086.22656
12/09/2017,EC,1ASP-AIR-N,1501.594464
12/09/2017,EC,1ASP-AI-N,2275.65823
12/09/2017,EC,1ASP-AKE-N,2048.304886
12/09/2017,EC,1ASP-AKS-*,102.233088
12/09/2017,EC,1ASP-ALB-*,2212.210432
12/09/2017,EC,1ASP-ALLE-N,1437.6528
12/09/2017,EC,1ASP-ALM-N,205.042968
12/09/2017,EC,1ASP-ALS-N,175.694567
12/09/2017,EC,1ASP-ALV-N,3905.377989
12/09/2017,EC,1ASP-ALXN-*,2557.069616
12/09/2017,EC,1ASP-AMBC-*,1489.12432
12/09/2017,EC,1ASP-AMD-*,218.31024
12/09/2017,EC,1ASP-AMFW-N,108.26768
12/09/2017,EC,1ASP-AMGN-*,3390.0208
12/09/2017,EC,1ASP-AMT-*,2570.558704
12/09/2017,EC,1ASP-AMZN-*,17439.6159
12/09/2017,EC,1ASP-AM-N,27315.33555
12/09/2017,EC,1ASP-ANDV-*,1835.758384
12/09/2017,EC,1ASP-ANTM-*,3358.782912
12/09/2017,EC,1ASP-ANTO-N,237.875864
12/09/2017,EC,1ASP-APAM-N,986.543526
12/09/2017,EC,1ASP-APA-*,719.181376
12/09/2017,EC,1ASP-APC-*,741.189888
12/09/2017,EC,1ASP-APH-*,1457.531456
12/09/2017,EC,1ASP-APOL-*,177.399256
12/09/2017,EC,1ASP-APPS-N,230.54054
12/09/2017,EC,1ASP-ARCO-N,171.27592
12/09/2017,EC,1ASP-ARE-*,2129.856
12/09/2017,EC,1ASP-ARNC-*,446.559808
12/09/2017,EC,1ASP-ARYN-N,548.419442
12/09/2017,EC,1ASP-ASC-N,1343.715444
12/09/2017,EC,1ASP-ASIX-*,610.736208
12/09/2017,EC,1ASP-ASML-N,2864.227165
12/09/2017,EC,1ASP-ASX-N,109.332608
12/09/2017,EC,1ASP-ATSG-*,417.629264
12/09/2017,EC,1ASP-ATVI-*,1173.018192
12/09/2017,EC,1ASP-ATW-*,132.406048
12/09/2017,EC,1ASP-AVGO-N,4386.438432
12/09/2017,EC,1ASP-AVP-*,45.791904
12/09/2017,EC,1ASP-AV-N,120.707842
12/09/2017,EC,1ASP-AXA-N,523.550129
12/09/2017,EC,1ASP-AXB-N,681.55392
12/09/2017,EC,1ASP-AXIA-N,353.247601
12/09/2017,EC,1ASP-AXP-*,1536.15864
12/09/2017,EC,1ASP-AZN-N,593.164896
12/09/2017,EC,1ASP-AZSEY-N,389.58616
12/09/2017,EC,1ASP-BABA-N,3111.542128
12/09/2017,EC,1ASP-BABB-N,192.330187
12/09/2017,EC,1ASP-BAC-*,425.08376
12/09/2017,EC,1ASP-BAK-N,473.89296
12/09/2017,EC,1ASP-BAP-N,3694.41272
12/09/2017,EC,1ASP-BAS-N,1830.42814
12/09/2017,EC,1ASP-BAX-*,1138.58552
12/09/2017,EC,1ASP-BAYN-N,2370.211723
12/09/2017,EC,1ASP-BA-*,4270.006304
12/09/2017,EC,1ASP-BBBY-*,514.892688
12/09/2017,EC,1ASP-BBDB-N,35.284718
12/09/2017,EC,1ASP-BBD-N,200.206464
12/09/2017,EC,1ASP-BBRY-N,164.708864
12/09/2017,EC,1ASP-BBT-*,794.968752
12/09/2017,EC,1ASP-BBY-*,1007.954352
12/09/2017,EC,1ASP-BCH-N,1560.11952
12/09/2017,EC,1ASP-BCS-N,179.795344
12/09/2017,EC,1ASP-BG-*,1267.974272
12/09/2017,EC,1ASP-BHF-*,979.556272
12/09/2017,EC,1ASP-BHGE-*,638.246848
12/09/2017,EC,1ASP-BHI-*,1023.750784
12/09/2017,EC,1ASP-BHP-N,780.05976
12/09/2017,EC,1ASP-BIDU-N,4217.11488
12/09/2017,EC,1ASP-BID-*,775.977536
12/09/2017,EC,1ASP-BIIB-*,5851.601872
12/09/2017,EC,1ASP-BIVV-*,1014.166432
12/09/2017,EC,1ASP-BKG-N,837.049294
12/09/2017,EC,1ASP-BKIA-N,85.183136
12/09/2017,EC,1ASP-BK-*,922.760112
12/09/2017,EC,1ASP-BLD-*,1054.27872
12/09/2017,EC,1ASP-BLK-*,7606.603216
12/09/2017,EC,1ASP-BLND-N,143.716668
12/09/2017,EC,1ASP-BMA-N,1807.182816
12/09/2017,EC,1ASP-BME-N,610.87931
12/09/2017,EC,1ASP-BMWM5-N,1776.352042
12/09/2017,EC,1ASP-BMY-*,1118.529376
12/09/2017,EC,1ASP-BNP-N,1398.96674
12/09/2017,EC,1ASP-BNR-N,949.550799
12/09/2017,EC,1ASP-BNS-*,1123.321552
12/09/2017,EC,1ASP-BN-N,1445.924767
12/09/2017,EC,1ASP-BOKA-N,604.398677
12/09/2017,EC,1ASP-BOL-N,88.221596
12/09/2017,EC,1ASP-BOSS-N,1599.653873
12/09/2017,EC,1ASP-BP-N,634.5196
12/09/2017,EC,1ASP-BRBY-N,418.170665
12/09/2017,EC,1ASP-BRFS-N,250.968032
12/09/2017,EC,1ASP-BRKB-*,3170.468144
12/09/2017,EC,1ASP-BRSN-N,299.232733
12/09/2017,EC,1ASP-BRSS-*,524.47704
12/09/2017,EC,1ASP-BSBR-N,162.933984
12/09/2017,EC,1ASP-BT-N,337.582176
12/09/2017,EC,1ASP-BURL-*,1588.162624
12/09/2017,EC,1ASP-BVN-N,236.768992
12/09/2017,EC,1ASP-CABK-N,90.813849
12/09/2017,EC,1ASP-CAFE-N,730.292935
12/09/2017,EC,1ASP-CAGDF-N,134.43186
12/09/2017,EC,1ASP-CAJ-N,611.091184
12/09/2017,EC,1ASP-CALL-N,129.56624
12/09/2017,EC,1ASP-CAR-*,659.722896
12/09/2017,EC,1ASP-CAT-*,2146.539872
12/09/2017,EC,1ASP-CA-N,362.065511
12/09/2017,EC,1ASP-CBD-N,431.828304
12/09/2017,EC,1ASP-CBK-N,230.094332
12/09/2017,EC,1ASP-CBOE-*,1858.831824
12/09/2017,EC,1ASP-CBPO-N,1699.4476
12/09/2017,EC,1ASP-CBPX-*,441.94512
12/09/2017,EC,1ASP-CCR-N,64.487607
12/09/2017,EC,1ASP-CCU-N,485.074704
12/09/2017,EC,1ASP-CC-*,887.262512
12/09/2017,EC,1ASP-CDEV-*,310.071536
12/09/2017,EC,1ASP-CDI-N,5694.457568
12/09/2017,EC,1ASP-CELG-*,2521.572016
12/09/2017,EC,1ASP-CEO-N,2111.752224
12/09/2017,EC,1ASP-CERN-*,1259.809824
12/09/2017,EC,1ASP-CERV-N,209.292564
12/09/2017,EC,1ASP-CFHS-N,270.6692
12/09/2017,EC,1ASP-CFRI-N,1642.671442
12/09/2017,EC,1ASP-CGG-N,105.81492
12/09/2017,EC,1ASP-CHKP-N,1994.07768
12/09/2017,EC,1ASP-CHK-*,66.380512
12/09/2017,EC,1ASP-CHL-N,938.556544
12/09/2017,EC,1ASP-CHS-*,146.250112
12/09/2017,EC,1ASP-CHTR-*,6772.409616
12/09/2017,EC,1ASP-CHT-N,611.978624
12/09/2017,EC,1ASP-CHU-N,254.517792
12/09/2017,EC,1ASP-CIEA-N,457.681403
12/09/2017,EC,1ASP-CIG-N,50.229104
12/09/2017,EC,1ASP-CLF-*,135.77832
12/09/2017,EC,1ASP-CLNX-N,412.104495
12/09/2017,EC,1ASP-CLR-*,614.285968
12/09/2017,EC,1ASP-CL-*,1277.02616
12/09/2017,EC,1ASP-CMCSA-*,672.67952
12/09/2017,EC,1ASP-CMC-N,20.558451
12/09/2017,EC,1ASP-CMG-*,5481.361904
12/09/2017,EC,1ASP-CMI-*,2937.603888
12/09/2017,EC,1ASP-CNCOY-N,138.618128
12/09/2017,EC,1ASP-CNCO-N,138.618128
12/09/2017,EC,1ASP-CNE-N,59.34248
12/09/2017,EC,1ASP-CNI-N,1452.73928
12/09/2017,EC,1ASP-CNQ-*,570.096064
12/09/2017,EC,1ASP-COF-*,1412.272016
12/09/2017,EC,1ASP-COG-*,467.325904
12/09/2017,EC,1ASP-COL-N,180.097845
12/09/2017,EC,1ASP-COO-*,4437.732464
12/09/2017,EC,1ASP-COP-*,797.453584
12/09/2017,EC,1ASP-COST-*,2840.517952
12/09/2017,EC,1ASP-COTY-*,302.794528
12/09/2017,EC,1ASP-CPA-N,2362.542768
12/09/2017,EC,1ASP-CPI-N,148.436427
12/09/2017,EC,1ASP-CPL-N,307.586704
12/09/2017,EC,1ASP-CRH-N,624.225296
12/09/2017,EC,1ASP-CRM-*,1718.97128
12/09/2017,EC,1ASP-CSCO-*,575.238608
12/09/2017,EC,1ASP-CST-*,861.349264
12/09/2017,EC,1ASP-CS-N,272.44408
12/09/2017,EC,1ASP-CTRP-N,929.682144
12/09/2017,EC,1ASP-CTSH-*,1292.822592
12/09/2017,EC,1ASP-CTXS-*,1357.7832
12/09/2017,EC,1ASP-CVS-*,1463.033584
12/09/2017,EC,1ASP-CVX-*,1996.562512
12/09/2017,EC,1ASP-CXO-*,2052.116256
12/09/2017,EC,1ASP-DAI-N,1386.642914
12/09/2017,EC,1ASP-DAL-*,870.401152
12/09/2017,EC,1ASP-DATA-*,1342.341744
12/09/2017,EC,1ASP-DB1-N,1986.388284
12/09/2017,EC,1ASP-DB-N,301.374624
12/09/2017,EC,1ASP-DDD-*,236.05904
12/09/2017,EC,1ASP-DD-*,1489.656784
12/09/2017,EC,1ASP-DEC-N,624.690494
12/09/2017,EC,1ASP-DEO-N,2437.79768
12/09/2017,EC,1ASP-DG-N,1684.964497
12/09/2017,EC,1ASP-DHR-*,1548.937776
12/09/2017,EC,1ASP-DIDA-N,112.189313
12/09/2017,EC,1ASP-DISH-*,968.906992
12/09/2017,EC,1ASP-DIS-*,1737.430032
12/09/2017,EC,1ASP-DLTR-*,1490.544224
12/09/2017,EC,1ASP-DNOW-*,222.037488
12/09/2017,EC,1ASP-DOM-N,86.479262
12/09/2017,EC,1ASP-DOW-*,1182.95752
12/09/2017,EC,1ASP-DO-*,237.478944
12/09/2017,EC,1ASP-DPW-N,767.051934
12/09/2017,EC,1ASP-DRD-N,69.575296
12/09/2017,EC,1ASP-DSY-N,1823.92626
12/09/2017,EC,1ASP-DTE-N,321.333141
12/09/2017,EC,1ASP-DUFN-N,2817.85596
12/09/2017,EC,1ASP-DVMT-*,1353.346
12/09/2017,EC,1ASP-DVN-*,570.978896
12/09/2017,EC,1ASP-DWDP-*,1216.147776
12/09/2017,EC,1ASP-DXCM-*,1306.489168
12/09/2017,EC,1ASP-DXC-*,1524.799408
12/09/2017,EC,1ASP-EBAY-*,677.649184
12/09/2017,EC,1ASP-EBO-N,764.820896
12/09/2017,EC,1ASP-EBRO-N,427.934237
12/09/2017,EC,1ASP-EBR-N,118.91696
12/09/2017,EC,1ASP-ECL-*,2306.989024
12/09/2017,EC,1ASP-EC-N,163.998912
12/09/2017,EC,1ASP-EDU-N,1615.318288
12/09/2017,EC,1ASP-EI-N,2322.403777
12/09/2017,EC,1ASP-EKT-N,178.907958
12/09/2017,EC,1ASP-ELIS-N,443.339019
12/09/2017,EC,1ASP-ELP-N,166.83872
12/09/2017,EC,1ASP-EL-*,1932.84432
12/09/2017,EC,1ASP-EMC-*,515.60264
12/09/2017,EC,1ASP-EMR-*,1087.291488
12/09/2017,EC,1ASP-ENDP-N,167.371184
12/09/2017,EC,1ASP-ENEL-N,110.383235
12/09/2017,EC,1ASP-ENGI-N,315.001244
12/09/2017,EC,1ASP-ENG-N,511.438782
12/09/2017,EC,1ASP-ENIA-N,185.47496
12/09/2017,EC,1ASP-ENI-N,185.47496
12/09/2017,EC,1ASP-EOAN-N,201.218333
12/09/2017,EC,1ASP-EOG-*,1570.236336
12/09/2017,EC,1ASP-EQIX-*,8313.182944
12/09/2017,EC,1ASP-ERIC-N,103.298016
12/09/2017,EC,1ASP-ERJ-N,418.161728
12/09/2017,EC,1ASP-ESNT-N,125.663589
12/09/2017,EC,1ASP-ESRX-*,1111.784832
12/09/2017,EC,1ASP-ETL-N,501.558473
12/09/2017,EC,1ASP-EVR-*,1285.01312
12/09/2017,EC,1ASP-EXC-*,672.324544
12/09/2017,EC,1ASP-EXO1-N,1135.704317
12/09/2017,EC,1ASP-EZE-N,15.426031
12/09/2017,EC,1ASP-E-N,576.481024
12/09/2017,EC,1ASP-FAE-N,59.281853
12/09/2017,EC,1ASP-FBR-N,238.188896
12/09/2017,EC,1ASP-FB-*,3069.832448
12/09/2017,EC,1ASP-FCA-N,290.672312
12/09/2017,EC,1ASP-FCC-N,177.654327
12/09/2017,EC,1ASP-FCFS-*,1034.75504
12/09/2017,EC,1ASP-FCX-*,253.80784
12/09/2017,EC,1ASP-FDC-*,326.222944
12/09/2017,EC,1ASP-FDX-*,3825.576352
12/09/2017,EC,1ASP-FEC-N,590.508711
12/09/2017,EC,1ASP-FER-N,403.711544
12/09/2017,EC,1ASP-FFH-N,8752.06812
12/09/2017,EC,1ASP-FFIV-*,2086.903904
12/09/2017,EC,1ASP-FGEN-*,884.77768
12/09/2017,EC,1ASP-FGR-N,1853.673426
12/09/2017,EC,1ASP-FIG-*,141.457936
12/09/2017,EC,1ASP-FIHU-N,324.80304
12/09/2017,EC,1ASP-FISV-*,2211.145504
12/09/2017,EC,1ASP-FIS-*,1656.495504
12/09/2017,EC,1ASP-FLEX-N,299.06728
12/09/2017,EC,1ASP-FLR-*,709.952
12/09/2017,EC,1ASP-FLY-N,1196.261049
12/09/2017,EC,1ASP-FMCC-*,27.155664
12/09/2017,EC,1ASP-FME-N,1721.107304
12/09/2017,EC,1ASP-FOX-*,451.884448
12/09/2017,EC,1ASP-FPAFY-N,71.527664
12/09/2017,EC,1ASP-FRC-*,1740.802304
12/09/2017,EC,1ASP-FRE-N,1495.241319
12/09/2017,EC,1ASP-FRIT-*,2284.093072
12/09/2017,EC,1ASP-FRT-N,1274.87856
12/09/2017,EC,1ASP-FSLR-*,842.713024
12/09/2017,EC,1ASP-FTV-*,1204.611056
12/09/2017,EC,1ASP-FVI-N,88.06599
12/09/2017,EC,1ASP-F-*,205.708592
12/09/2017,EC,1ASP-GALP-N,302.996138
12/09/2017,EC,1ASP-GAMC-N,259.862746
12/09/2017,EC,1ASP-GASI-N,330.193547
12/09/2017,EC,1ASP-GAS-N,427.296797
12/09/2017,EC,1ASP-GBX-*,752.54912
12/09/2017,EC,1ASP-GCO-N,748.353715
12/09/2017,EC,1ASP-GD-*,3532.0112
12/09/2017,EC,1ASP-GEDI-N,15.787246
12/09/2017,EC,1ASP-GEST-N,111.551874
12/09/2017,EC,1ASP-GE-*,424.373808
12/09/2017,EC,1ASP-GFA-N,138.973104
12/09/2017,EC,1ASP-GGAL-N,797.631072
12/09/2017,EC,1ASP-GGA-N,1.166437
12/09/2017,EC,1ASP-GGB-N,68.687856
12/09/2017,EC,1ASP-GG-N,245.465904
12/09/2017,EC,1ASP-GILD-*,1499.951088
12/09/2017,EC,1ASP-GIVN-N,37639.16453
12/09/2017,EC,1ASP-GLEN-N,87.905515
12/09/2017,EC,1ASP-GLE-N,1032.226674
12/09/2017,EC,1ASP-GLW-*,517.37752
12/09/2017,EC,1ASP-GM-*,672.502032
12/09/2017,EC,1ASP-GNW-*,70.462736
12/09/2017,EC,1ASP-GOL-N,360.478128
12/09/2017,EC,1ASP-GOOGL-*,16801.90152
12/09/2017,EC,1ASP-GOOG-*,16543.12402
12/09/2017,EC,1ASP-GPRO-*,193.284432
12/09/2017,EC,1ASP-GPS-*,490.044368
12/09/2017,EC,1ASP-GRAM-N,74.899936
12/09/2017,EC,1ASP-GRFP-N,379.170132
12/09/2017,EC,1ASP-GSJ-N,69.268402
12/09/2017,EC,1ASP-GSK-N,716.519056
12/09/2017,EC,1ASP-GSZ-N,315.001244
12/09/2017,EC,1ASP-GS-*,4010.34136
12/09/2017,EC,1ASP-GT-*,579.143344
12/09/2017,EC,1ASP-HAL-*,732.315488
12/09/2017,EC,1ASP-HBC-N,866.14144
12/09/2017,EC,1ASP-HCA-*,1397.895488
12/09/2017,EC,1ASP-HD-*,2838.210608
12/09/2017,EC,1ASP-HEE-N,103.668875
12/09/2017,EC,1ASP-HEI-N,1760.543547
12/09/2017,EC,1ASP-HEN3-N,2495.06483
12/09/2017,EC,1ASP-HGG-N,55.150386
12/09/2017,EC,1ASP-HHC-*,2089.9212
12/09/2017,EC,1ASP-HIK-N,283.42154
12/09/2017,EC,1ASP-HIS-N,329.343628
12/09/2017,EC,1ASP-HLE-N,1097.98916
12/09/2017,EC,1ASP-HLT-*,1172.663216
12/09/2017,EC,1ASP-HMB-N,467.27875
12/09/2017,EC,1ASP-HMC-N,518.26496
12/09/2017,EC,1ASP-HNP-N,466.083488
12/09/2017,EC,1ASP-HON-*,2461.403584
12/09/2017,EC,1ASP-HPE-*,232.864256
12/09/2017,EC,1ASP-HPQ-*,345.746624
12/09/2017,EC,1ASP-HQCL-N,134.00344
12/09/2017,EC,1ASP-HRI-*,816.622288
12/09/2017,EC,1ASP-HSOL-N,134.00344
12/09/2017,EC,1ASP-HTZ-*,418.87168
12/09/2017,EC,1ASP-HYPMY-N,181.48148
12/09/2017,EC,1ASP-HYUD-N,714.3892
12/09/2017,EC,1ASP-IBE-N,146.313563
12/09/2017,EC,1ASP-IBM-*,2587.065088
12/09/2017,EC,1ASP-ICE-*,1178.165344
12/09/2017,EC,1ASP-IDR-N,277.817286
12/09/2017,EC,1ASP-IFX-N,436.837139
12/09/2017,EC,1ASP-IG-N,100.88539
12/09/2017,EC,1ASP-IIF-*,638.601824
12/09/2017,EC,1ASP-ILD-N,4736.17385
12/09/2017,EC,1ASP-ILMN-*,3797.000784
12/09/2017,EC,1ASP-IMB-N,784.069997
12/09/2017,EC,1ASP-IMT-N,784.069997
12/09/2017,EC,1ASP-INCH-N,197.049947
12/09/2017,EC,1ASP-INGC-N,1710.037108
12/09/2017,EC,1ASP-ING-N,322.14072
12/09/2017,EC,1ASP-INTC-*,640.554192
12/09/2017,EC,1ASP-INTU-*,2527.074144
12/09/2017,EC,1ASP-INVH-*,400.23544
12/09/2017,EC,1ASP-IPGP-*,3159.108912
12/09/2017,EC,1ASP-IPO-N,28.294956
12/09/2017,EC,1ASP-IP-*,994.287776
12/09/2017,EC,1ASP-ISP-N,61.236667
12/09/2017,EC,1ASP-ITUB-N,241.561168
12/09/2017,EC,1ASP-ITW-*,2535.41608
12/09/2017,EC,1ASP-ITX-N,680.997631
12/09/2017,EC,1ASP-IT-*,2236.526288
12/09/2017,EC,1ASP-JASO-N,145.362672
12/09/2017,EC,1ASP-JBLU-*,351.071264
12/09/2017,EC,1ASP-JBSAY-N,93.003712
12/09/2017,EC,1ASP-JCI1-N,709.952
12/09/2017,EC,1ASP-JCI-*,709.952
12/09/2017,EC,1ASP-JCP-*,74.54496
12/09/2017,EC,1ASP-JD-N,768.345552
12/09/2017,EC,1ASP-JE-N,160.235825
12/09/2017,EC,1ASP-JHG-N,603.4592
12/09/2017,EC,1ASP-JKS-N,502.468528
12/09/2017,EC,1ASP-JMAT-N,686.252988
12/09/2017,EC,1ASP-JNJ-*,2354.023344
12/09/2017,EC,1ASP-JPM-*,1613.188432
12/09/2017,EC,1ASP-JWN-*,799.58344
12/09/2017,EC,1ASP-KBH-*,387.633792
12/09/2017,EC,1ASP-KBR-*,311.313952
12/09/2017,EC,1ASP-KB-N,828.86896
12/09/2017,EC,1ASP-KER-N,6950.21295
12/09/2017,EC,1ASP-KGF-N,68.648898
12/09/2017,EC,1ASP-KGX-N,1687.174286
12/09/2017,EC,1ASP-KHC-*,1458.596384
12/09/2017,EC,1ASP-KKRC-*,332.967488
12/09/2017,EC,1ASP-KMX-*,1213.13048
12/09/2017,EC,1ASP-KO-*,829.223936
12/09/2017,EC,1ASP-KPN-N,62.299066
12/09/2017,EC,1ASP-KR-*,383.019104
12/09/2017,EC,1ASP-KSS-*,775.800048
12/09/2017,EC,1ASP-KSU-*,1883.502656
12/09/2017,EC,1ASP-LB-*,698.592768
12/09/2017,EC,1ASP-LDKSY-N,0.177488
12/09/2017,EC,1ASP-LDOS-*,1023.750784
12/09/2017,EC,1ASP-LEA-*,2761.535792
12/09/2017,EC,1ASP-LEN-*,925.777408
12/09/2017,EC,1ASP-LFC-N,278.301184
12/09/2017,EC,1ASP-LH-*,2816.202096
12/09/2017,EC,1ASP-LIN-N,3465.417398
12/09/2017,EC,1ASP-LISP-N,104122.0874
12/09/2017,EC,1ASP-LKOD-N,906.07624
12/09/2017,EC,1ASP-LLY-*,1458.418896
12/09/2017,EC,1ASP-LMT-*,5390.843024
12/09/2017,EC,1ASP-LNKD-*,3478.054848
12/09/2017,EC,1ASP-LOGM-*,1982.54096
12/09/2017,EC,1ASP-LOW-*,1396.120608
12/09/2017,EC,1ASP-LR-N,1259.155058
12/09/2017,EC,1ASP-LSE-N,918.701128
12/09/2017,EC,1ASP-LUK-*,408.754864
12/09/2017,EC,1ASP-LUPE-N,388.193102
12/09/2017,EC,1ASP-LUV-*,957.54776
12/09/2017,EC,1ASP-LUX-N,1054.112089
12/09/2017,EC,1ASP-LVS-*,1144.442624
12/09/2017,EC,1ASP-LYB-N,1678.681504
12/09/2017,EC,1ASP-LYG-N,61.23336
12/09/2017,EC,1ASP-MANU-N,297.2924
12/09/2017,EC,1ASP-MAP-N,62.469049
12/09/2017,EC,1ASP-MAS-*,676.406768
12/09/2017,EC,1ASP-MA-*,2527.784096
12/09/2017,EC,1ASP-MBT-N,193.106944
12/09/2017,EC,1ASP-MBWS-N,342.092414
12/09/2017,EC,1ASP-MCD-*,2774.669904
12/09/2017,EC,1ASP-MCK-*,2775.202368
12/09/2017,EC,1ASP-MCM-N,649.338147
12/09/2017,EC,1ASP-MCO-*,2416.676608
12/09/2017,EC,1ASP-MC-N,4847.725724
12/09/2017,EC,1ASP-MDLZ-*,727.345824
12/09/2017,EC,1ASP-MDT-*,1460.72624
12/09/2017,EC,1ASP-MDT-N,1460.72624
12/09/2017,EC,1ASP-MD-*,767.458112
12/09/2017,EC,1ASP-MELI-N,5161.173552
12/09/2017,EC,1ASP-MET-*,860.8168
12/09/2017,EC,1ASP-MGA-N,873.24096
12/09/2017,EC,1ASP-MGGT-N,120.825836
12/09/2017,EC,1ASP-MGM-*,581.2732
12/09/2017,EC,1ASP-MHFI-*,2726.21568
12/09/2017,EC,1ASP-MKL-*,18608.90685
12/09/2017,EC,1ASP-MKS-N,76.176913
12/09/2017,EC,1ASP-MLCO-N,405.382592
